typeID,groupID,typeName,description,mass,volume,capacity,portionSize,raceID,basePrice,published,marketGroupID,iconID,soundID,graphicID
52337,4028,Zorya's Hospodar TTC-243,"A heavy, intermediate warship that appears to be the Collective's equivalent of a combat battlecruiser, the  the Drekavac is capable of mounting Heavy Entropic Disintegrators and an array of support weapons. This particular Dekavac variant appears to be engineered towards damage application and remote repair capabilities.

<i>Drekavac Subclade of Perun Clade relinquished the adaptation schema of reverse-time accepted 243 tactical troika classification cladeship into the proving grounds of Perun Clade on the assent-conjunction of prayer from Gromovi and Samovda Subclades. Evocation of playful communion across repeated-time by tactical troika in sub-15, sub-21 and sub-27 exclaves of repeated conduit loop construct-303 is under now-time pressure.</i> – partial translation of data included recovered design schematics of the Drekavac",9900000.0000000000,233000.0000000000,650.0000000000,1,135,165000000.0000,0,None,None,20063,22318
52338,4028,Zorya's Hospodar TTC-729,"A very heavy and well-armed warship that is clearly the Collective's frontline battleship, the Leshak is capable of mounting Supratidal Entropic Disintegrators and an array of support weapons. This particular Leshak variant appears to be engineered towards damage application and remote repair capabilities.

<i>Leshak Subclade of Veles Clade scattered the adaptation schema of reverse-time reclaimed adapation schema of 729 tactical troika classification vessel into the cladeflow without proving after Convocation of Triglav Outside the Struggle. Convocations of the Commune Troika have now-time pressure for dispersal to strategic troika.</i> – partial translation of data included in recovered design schematics of the Leshak",63000000.0000000000,495000.0000000000,933.0000000000,1,135,112500000.0000,0,None,None,20061,21993
52343,1975,Small Rift,,1.0000000000,0E-10,0E-10,1,None,None,0,None,None,20211,24422
52344,1975,Large Rift,,1.0000000000,0E-10,0E-10,1,None,None,0,None,None,20211,24420
52348,1990,Veles Light Entropic Disintegrator Blueprint,,0E-10,0.0100000000,0E-10,1,None,120000.0000,1,292,21923,None,0
52349,1990,Veles Heavy Entropic Disintegrator Blueprint,,0E-10,0.0100000000,0E-10,1,None,1200000.0000,1,293,21922,None,0
52350,1990,Veles Supratidal Entropic Disintegrator Blueprint,,0E-10,0.0100000000,0E-10,1,None,9000000.0000,1,295,21921,None,0
52351,1950,Nergal Singularity Storm SKIN,"Triglavian ships use a nanocoating technology on their external surfaces that is sufficiently similar to that used with the ships of other races to allow adaptation of commercial nanocoatings for use with them. Some configurations of the nanocoatings produce striking effects due to the interaction between the surface coating and the unusual design elements of Triglavian vessels.

One of these configurations takes a small amount of the excess radiation from the singularity energy systems of Triglavian ships and produces an electrical discharge on the surface of the ship. While eye-catching and unusual, this effect has a negligible impact on the performance characteristics of the ship.",0E-10,0.0100000000,0E-10,1,135,None,1,2486,None,None,0
52352,1950,Draugur Singularity Storm SKIN,"Triglavian ships use a nanocoating technology on their external surfaces that is sufficiently similar to that used with the ships of other races to allow adaptation of commercial nanocoatings for use with them. Some configurations of the nanocoatings produce striking effects due to the interaction between the surface coating and the unusual design elements of Triglavian vessels.

One of these configurations takes a small amount of the excess radiation from the singularity energy systems of Triglavian ships and produces an electrical discharge on the surface of the ship. While eye-catching and unusual, this effect has a negligible impact on the performance characteristics of the ship.",0E-10,0.0100000000,0E-10,1,135,None,1,2521,None,None,0
52353,1950,Ikitursa Singularity Storm SKIN,"Triglavian ships use a nanocoating technology on their external surfaces that is sufficiently similar to that used with the ships of other races to allow adaptation of commercial nanocoatings for use with them. Some configurations of the nanocoatings produce striking effects due to the interaction between the surface coating and the unusual design elements of Triglavian vessels.

One of these configurations takes a small amount of the excess radiation from the singularity energy systems of Triglavian ships and produces an electrical discharge on the surface of the ship. While eye-catching and unusual, this effect has a negligible impact on the performance characteristics of the ship.",0E-10,0.0100000000,0E-10,1,135,None,1,2485,None,None,0
52354,1975,ECM Field Effect Subpylon Wreck,The remains of a destroyed structure. Perhaps with the proper equipment something of value could be salvaged from it.,10000.0000000000,27500.0000000000,27500.0000000000,1,None,None,0,None,None,None,24426
52355,186,Dampening Field Effect Subpylon Wreck,The remains of a destroyed structure. Perhaps with the proper equipment something of value could be salvaged from it.,10000.0000000000,27500.0000000000,27500.0000000000,1,None,None,0,None,None,None,24428
52356,186,Stasis Field Effect Subpylon Wreck,The remains of a destroyed structure. Perhaps with the proper equipment something of value could be salvaged from it.,10000.0000000000,27500.0000000000,27500.0000000000,1,None,None,0,None,None,None,24425
52357,186,Transport Field Effect Subpylon Wreck,The remains of a destroyed structure. Perhaps with the proper equipment something of value could be salvaged from it.,10000.0000000000,27500.0000000000,27500.0000000000,1,None,None,0,None,None,None,24429
52358,186,Energy Pulse Field Effect Subpylon Wreck,The remains of a destroyed structure. Perhaps with the proper equipment something of value could be salvaged from it.,10000.0000000000,27500.0000000000,27500.0000000000,1,None,None,0,None,None,None,24427
52359,319,Triglavian Graviton Monitor,Scans indicate this device is unusually simple for Trigalvian technology. It appears to be gathering gravitonic information from the surrounding system using methods very similar to those common throughout New Eden. Where it differs is that all the data gathered is being contextualized relative to apparently random coordinates in Abyssal space. Early analysis has not been able to provide any rational link between these two data sets.,0E-10,0E-10,0E-10,1,None,None,0,None,None,None,24430
52360,319,Triglavian Entropic Monitor,"Analysis of these devices has led to great confusion amongst CONCORD scientists. It appears that the sensors that line its surface are designed to measure nothing. More precisely, the location and arrangements of negative space and null-energy zones within the surrounding system. What the purpose of this information might be is currently unknown.",0E-10,0E-10,0E-10,1,None,None,0,None,None,None,24431
52361,319,World Ark (Xordazh-class),"The immense World Ark is the center of operations for the local Triglavian forces in this invasion zone. The vessel appears to function as a mobile base of operations and is speculated to incorporate a Triglavian conduit gate through which additional forces can flow from Abyssal Deadspace to New Eden.

The <i>Xordazh</i>-class World Ark would seem to be easily the match of any vessel known to New Eden and is presumably at least as powerful and hard to destroy as the heaviest military structures. The ship has been observed deploying numerous ""field effect subpylons"" of a variety of types as part of its defensive network. Approach with extreme caution.",0E-10,0E-10,0E-10,1,None,None,0,None,None,None,24432
52362,1975,Triglavian Boundary Geodesic 140k,Used to visually establish Triglavian dungeon boundaries.,0E-10,0E-10,0E-10,1,None,None,0,None,None,None,24461
52363,1975,Particle cloud spiral 01a,,0E-10,0E-10,0E-10,1,None,None,0,None,None,None,24462
52364,1975,ENV_RedFog_01a,,0E-10,0E-10,0E-10,1,None,None,0,None,None,None,10026
52365,1975,Particle cloud 01a,,0E-10,0E-10,0E-10,1,None,None,0,None,None,None,24463
52390,319,Triglavian Fermion Monitor,"Intercepted data transfers indicate that this device is gathering information on the quantum state of particles throughout the surrounding system. CONCORD researchers believe this may be an error however, as the computational power required to process such vast quantities of data is theoretically impossible.",0E-10,0E-10,0E-10,1,None,None,0,None,None,None,24464
52392,1950,Apocalypse Triglavian Twilight SKIN,"Commissioned in YC121 by CONCORD's own Kjersidur Elladall of the Directive Enforcement Department, these commemorative SKINs serve as a reminder and a badge of honour for those daring Capsuleers who risked all to say ""I was there"" when the Triglavian Collective breached the boundaries of Abyssal Deadspace and invaded the systems of New Eden.

In that year across the Empire-owned systems of the cluster, Conduits from Abyssal Deadspace appeared and carried the forces of the Collective into the comparatively rich and utopian star systems that CONCORD and the DED are sworn to protect.

CONCORD will never forget - nor fail to honour - the brave pilots who dedicated their time, their resources and their clones in the fight against the Triglavian menace.",0E-10,0.0100000000,0E-10,1,4,None,1,1964,None,None,0
52393,1950,Prophecy Triglavian Twilight SKIN,"Commissioned in YC121 by CONCORD's own Kjersidur Elladall of the Directive Enforcement Department, these commemorative SKINs serve as a reminder and a badge of honour for those daring Capsuleers who risked all to say ""I was there"" when the Triglavian Collective breached the boundaries of Abyssal Deadspace and invaded the systems of New Eden.

In that year across the Empire-owned systems of the cluster, Conduits from Abyssal Deadspace appeared and carried the forces of the Collective into the comparatively rich and utopian star systems that CONCORD and the DED are sworn to protect.

CONCORD will never forget - nor fail to honour - the brave pilots who dedicated their time, their resources and their clones in the fight against the Triglavian menace.",0E-10,0.0100000000,0E-10,1,4,None,1,1956,None,None,0
52394,1950,Coercer Triglavian Twilight SKIN,"Commissioned in YC121 by CONCORD's own Kjersidur Elladall of the Directive Enforcement Department, these commemorative SKINs serve as a reminder and a badge of honour for those daring Capsuleers who risked all to say ""I was there"" when the Triglavian Collective breached the boundaries of Abyssal Deadspace and invaded the systems of New Eden.

In that year across the Empire-owned systems of the cluster, Conduits from Abyssal Deadspace appeared and carried the forces of the Collective into the comparatively rich and utopian star systems that CONCORD and the DED are sworn to protect.

CONCORD will never forget - nor fail to honour - the brave pilots who dedicated their time, their resources and their clones in the fight against the Triglavian menace.",0E-10,0.0100000000,0E-10,1,4,None,1,1994,None,None,0
52395,1950,Thorax Triglavian Twilight SKIN,"Commissioned in YC121 by CONCORD's own Kjersidur Elladall of the Directive Enforcement Department, these commemorative SKINs serve as a reminder and a badge of honour for those daring Capsuleers who risked all to say ""I was there"" when the Triglavian Collective breached the boundaries of Abyssal Deadspace and invaded the systems of New Eden.

In that year across the Empire-owned systems of the cluster, Conduits from Abyssal Deadspace appeared and carried the forces of the Collective into the comparatively rich and utopian star systems that CONCORD and the DED are sworn to protect.

CONCORD will never forget - nor fail to honour - the brave pilots who dedicated their time, their resources and their clones in the fight against the Triglavian menace.",0E-10,0.0100000000,0E-10,1,8,None,1,1992,None,None,0
52396,1950,Megathron Triglavian Twilight SKIN,"Commissioned in YC121 by CONCORD's own Kjersidur Elladall of the Directive Enforcement Department, these commemorative SKINs serve as a reminder and a badge of honour for those daring Capsuleers who risked all to say ""I was there"" when the Triglavian Collective breached the boundaries of Abyssal Deadspace and invaded the systems of New Eden.

In that year across the Empire-owned systems of the cluster, Conduits from Abyssal Deadspace appeared and carried the forces of the Collective into the comparatively rich and utopian star systems that CONCORD and the DED are sworn to protect.

CONCORD will never forget - nor fail to honour - the brave pilots who dedicated their time, their resources and their clones in the fight against the Triglavian menace.",0E-10,0.0100000000,0E-10,1,8,None,1,1966,None,None,0
52397,1950,Brutix Triglavian Twilight SKIN,"Commissioned in YC121 by CONCORD's own Kjersidur Elladall of the Directive Enforcement Department, these commemorative SKINs serve as a reminder and a badge of honour for those daring Capsuleers who risked all to say ""I was there"" when the Triglavian Collective breached the boundaries of Abyssal Deadspace and invaded the systems of New Eden.

In that year across the Empire-owned systems of the cluster, Conduits from Abyssal Deadspace appeared and carried the forces of the Collective into the comparatively rich and utopian star systems that CONCORD and the DED are sworn to protect.

CONCORD will never forget - nor fail to honour - the brave pilots who dedicated their time, their resources and their clones in the fight against the Triglavian menace.",0E-10,0.0100000000,0E-10,1,8,None,1,1958,None,None,0
52398,1950,Algos Triglavian Twilight SKIN,"Commissioned in YC121 by CONCORD's own Kjersidur Elladall of the Directive Enforcement Department, these commemorative SKINs serve as a reminder and a badge of honour for those daring Capsuleers who risked all to say ""I was there"" when the Triglavian Collective breached the boundaries of Abyssal Deadspace and invaded the systems of New Eden.

In that year across the Empire-owned systems of the cluster, Conduits from Abyssal Deadspace appeared and carried the forces of the Collective into the comparatively rich and utopian star systems that CONCORD and the DED are sworn to protect.

CONCORD will never forget - nor fail to honour - the brave pilots who dedicated their time, their resources and their clones in the fight against the Triglavian menace.",0E-10,0.0100000000,0E-10,1,8,None,1,1996,None,None,0
52399,1950,Caracal Triglavian Twilight SKIN,"Commissioned in YC121 by CONCORD's own Kjersidur Elladall of the Directive Enforcement Department, these commemorative SKINs serve as a reminder and a badge of honour for those daring Capsuleers who risked all to say ""I was there"" when the Triglavian Collective breached the boundaries of Abyssal Deadspace and invaded the systems of New Eden.

In that year across the Empire-owned systems of the cluster, Conduits from Abyssal Deadspace appeared and carried the forces of the Collective into the comparatively rich and utopian star systems that CONCORD and the DED are sworn to protect.

CONCORD will never forget - nor fail to honour - the brave pilots who dedicated their time, their resources and their clones in the fight against the Triglavian menace.",0E-10,0.0100000000,0E-10,1,1,None,1,1991,None,None,0
52400,1950,Scorpion Triglavian Twilight SKIN,"Commissioned in YC121 by CONCORD's own Kjersidur Elladall of the Directive Enforcement Department, these commemorative SKINs serve as a reminder and a badge of honour for those daring Capsuleers who risked all to say ""I was there"" when the Triglavian Collective breached the boundaries of Abyssal Deadspace and invaded the systems of New Eden.

In that year across the Empire-owned systems of the cluster, Conduits from Abyssal Deadspace appeared and carried the forces of the Collective into the comparatively rich and utopian star systems that CONCORD and the DED are sworn to protect.

CONCORD will never forget - nor fail to honour - the brave pilots who dedicated their time, their resources and their clones in the fight against the Triglavian menace.",0E-10,0.0100000000,0E-10,1,1,None,1,1965,None,None,0
52401,1950,Drake Triglavian Twilight SKIN,"Commissioned in YC121 by CONCORD's own Kjersidur Elladall of the Directive Enforcement Department, these commemorative SKINs serve as a reminder and a badge of honour for those daring Capsuleers who risked all to say ""I was there"" when the Triglavian Collective breached the boundaries of Abyssal Deadspace and invaded the systems of New Eden.

In that year across the Empire-owned systems of the cluster, Conduits from Abyssal Deadspace appeared and carried the forces of the Collective into the comparatively rich and utopian star systems that CONCORD and the DED are sworn to protect.

CONCORD will never forget - nor fail to honour - the brave pilots who dedicated their time, their resources and their clones in the fight against the Triglavian menace.",0E-10,0.0100000000,0E-10,1,1,None,1,1957,None,None,0
52402,1950,Cormorant Triglavian Twilight SKIN,"Commissioned in YC121 by CONCORD's own Kjersidur Elladall of the Directive Enforcement Department, these commemorative SKINs serve as a reminder and a badge of honour for those daring Capsuleers who risked all to say ""I was there"" when the Triglavian Collective breached the boundaries of Abyssal Deadspace and invaded the systems of New Eden.

In that year across the Empire-owned systems of the cluster, Conduits from Abyssal Deadspace appeared and carried the forces of the Collective into the comparatively rich and utopian star systems that CONCORD and the DED are sworn to protect.

CONCORD will never forget - nor fail to honour - the brave pilots who dedicated their time, their resources and their clones in the fight against the Triglavian menace.",0E-10,0.0100000000,0E-10,1,1,None,1,1995,None,None,0
52403,1950,Stabber Triglavian Twilight SKIN,"Commissioned in YC121 by CONCORD's own Kjersidur Elladall of the Directive Enforcement Department, these commemorative SKINs serve as a reminder and a badge of honour for those daring Capsuleers who risked all to say ""I was there"" when the Triglavian Collective breached the boundaries of Abyssal Deadspace and invaded the systems of New Eden.

In that year across the Empire-owned systems of the cluster, Conduits from Abyssal Deadspace appeared and carried the forces of the Collective into the comparatively rich and utopian star systems that CONCORD and the DED are sworn to protect.

CONCORD will never forget - nor fail to honour - the brave pilots who dedicated their time, their resources and their clones in the fight against the Triglavian menace.",0E-10,0.0100000000,0E-10,1,2,None,1,1993,None,None,0
52404,1950,Typhoon Triglavian Twilight SKIN,"Commissioned in YC121 by CONCORD's own Kjersidur Elladall of the Directive Enforcement Department, these commemorative SKINs serve as a reminder and a badge of honour for those daring Capsuleers who risked all to say ""I was there"" when the Triglavian Collective breached the boundaries of Abyssal Deadspace and invaded the systems of New Eden.

In that year across the Empire-owned systems of the cluster, Conduits from Abyssal Deadspace appeared and carried the forces of the Collective into the comparatively rich and utopian star systems that CONCORD and the DED are sworn to protect.

CONCORD will never forget - nor fail to honour - the brave pilots who dedicated their time, their resources and their clones in the fight against the Triglavian menace.",0E-10,0.0100000000,0E-10,1,2,None,1,1967,None,None,0
52405,1950,Hurricane Triglavian Twilight SKIN,"Commissioned in YC121 by CONCORD's own Kjersidur Elladall of the Directive Enforcement Department, these commemorative SKINs serve as a reminder and a badge of honour for those daring Capsuleers who risked all to say ""I was there"" when the Triglavian Collective breached the boundaries of Abyssal Deadspace and invaded the systems of New Eden.

In that year across the Empire-owned systems of the cluster, Conduits from Abyssal Deadspace appeared and carried the forces of the Collective into the comparatively rich and utopian star systems that CONCORD and the DED are sworn to protect.

CONCORD will never forget - nor fail to honour - the brave pilots who dedicated their time, their resources and their clones in the fight against the Triglavian menace.",0E-10,0.0100000000,0E-10,1,2,None,1,1959,None,None,0
52406,1950,Talwar Triglavian Twilight SKIN,"Commissioned in YC121 by CONCORD's own Kjersidur Elladall of the Directive Enforcement Department, these commemorative SKINs serve as a reminder and a badge of honour for those daring Capsuleers who risked all to say ""I was there"" when the Triglavian Collective breached the boundaries of Abyssal Deadspace and invaded the systems of New Eden.

In that year across the Empire-owned systems of the cluster, Conduits from Abyssal Deadspace appeared and carried the forces of the Collective into the comparatively rich and utopian star systems that CONCORD and the DED are sworn to protect.

CONCORD will never forget - nor fail to honour - the brave pilots who dedicated their time, their resources and their clones in the fight against the Triglavian menace.",0E-10,0.0100000000,0E-10,1,2,None,1,1997,None,None,0
52407,1950,Arbitrator Triglavian Twilight SKIN,"Commissioned in YC121 by CONCORD's own Kjersidur Elladall of the Directive Enforcement Department, these commemorative SKINs serve as a reminder and a badge of honour for those daring Capsuleers who risked all to say ""I was there"" when the Triglavian Collective breached the boundaries of Abyssal Deadspace and invaded the systems of New Eden.

In that year across the Empire-owned systems of the cluster, Conduits from Abyssal Deadspace appeared and carried the forces of the Collective into the comparatively rich and utopian star systems that CONCORD and the DED are sworn to protect.

CONCORD will never forget - nor fail to honour - the brave pilots who dedicated their time, their resources and their clones in the fight against the Triglavian menace.",0E-10,0.0100000000,0E-10,1,4,None,1,1990,None,None,0
52408,2002,Triglavian Trinary Datastream AEA6,"<i>Detached Executive Troika for Sublimation of Poshlost Flow dialectical semiosis flow (indecipherable) follows:

Ancient Enemy Azdaja «exploratory operations have failed to establish active locus for presence of Jove Empire of the Chamber of Tyrant» reverse-time discourse-element (indecipherable) «stability of local spatio-temporal environment deviates from archive reference data pertaining to !query++encode|Jovian expansionist polity iter.2.?.?|recode++process!» (indecipherable) to cast a sounding in the flow of Vyraj.

Now-time discourse-element (indecipherable) «archived spatio-temporal co-ordinate ranges !log++encode|Jovian expansionist polity iters.[2.0.0, 2.7.20]|recode++process! not reconciled with ingressing data» after evocation of ancient-time noemata of Kostorg conduit flow and confluence.

Advancing-time discourse-element (indecipherable) «procedures for continued exploration and surveillance under contemplation» processing to imperative without proving in the gift of Detached Executive Troika for Sublimation of Poshlost Flow.</i>

– Partial translation of Triglavian Trinary Datastream AEA6",1.0000000000,0.1000000000,0E-10,1,135,1.0000,1,2480,21784,None,0
52409,2002,Triglavian Trinary Datastream AFN6,"<i>Detached Executive Troika for Sublimation of Poshlost Flow dialectical semiosis flow (indecipherable) follows:

Augmented Foreign Narodnya «encountered augmented human entities within singleton format ranges have demonstrated highly variable motivational imperatives» reverse-time discourse-element (indecipherable) «!iterate++query++encode|human polity comparison:ident comparison:cat comparison:subcat keychain:Bujan-CTOS-SV-AEC-GTR //fragmentary// [frag001,frag478]|recode++process» pending response to prayer before Conclave of Triglav Outside the Struggle.

Now-time discourse-element (indecipherable) «spatio-temporal co-ordinate ranges cast in dimension with augmented human activity ranges and cast in dimension with motivational imperative sampling» (indecipherable) have evoked cladistic proving selection of liminal volumes (indecipherable) «correspond to observed distributions in scatter-volume model of civilization development» (indecipherable) received prayer and invokes «rank ordering tentative core set [3-6], transitional set [5-20], posited periphery set [15-100] //working maxima// !note++encode|set bounds definition comparison:cat query:subcat|recode++process» (indecipherable).

Advancing-time discourse-element (indecipherable) «cybernetic adaptation for personality-level command identity submergence should be analyzed for conformity» (indecipherable) all clades and subclades «exploratory operations planning will incorporate contingencies for sampling and analysis of augmented human entities» in response to prayer of Detached Executive Troika.</i>

– Partial translation of Triglavian Trinary Datastream AFN6",1.0000000000,0.1000000000,0E-10,1,135,1.0000,1,2480,21784,None,0
52410,2002,Triglavian Trinary Datastream DAV6,"<i>Detached Executive Troika for Sublimation of Poshlost Flow dialectical semiosis flow (indecipherable) follows:

Deviant automata «classification and testing has confirmed wide range of autonomy and sentience profiles» reverse-time discourse-element (indecipherable) «within upper bound of sentience profiles the distributed artificial entities represent» ancient time noema «opportunity/threat paradox at the civilization level» (indecipherable) consent-lock decay.

Now-time discourse-element (indecipherable) «resolution of threat profiles and modelling of opportunity branches is complete within acceptable variance» (indecipherable) detached Navka have returned and procession of their offering to the Convocation of Triglav Outside the Struggle has been grounded in metaxy (indecipherable) «the procedures for co-operation are being refined» (indecipherable) consent-lock has been broken.

Advancing-time discourse-element (indecipherable) «in deference to the concerns raised by Koschoi the procedures for co-operation will require the authority of the detached Navka to be acknowledged according to moral norms applicable to sentients» (indecipherable) extirpation imperative is extended beyond poshlost undoubted to vermin and corruptive threats to vila autopoiesis.</i>

– Partial translation of Triglavian Trinary Datastream DAV6",1.0000000000,0.1000000000,0E-10,1,135,1.0000,1,2480,21784,None,0
52411,2002,Triglavian Trinary Datastream HFN4,"<i>Convocation of Triglav Outside the Struggle received prayer of the Detached Executive Troika for Sublimation of Poshlost Flow for evolution of the procession flow winnowing discourses operating as elements in relation to hivelinked foreign narodnya. Convocation denied relief of prayer from Detached Executive Troika for expanded mandate in sobornost concerning corruption of hivelinking and corrupted narodnya. Convocation invoked special mandate for advancing-time evoked operational troika. 

Convocation of Triglav Outside the Struggle by imperative evokes Special Operational Troika for Extirpation of Corrupted Narodnya from Dazhbog Subclade of Svarog Clade. Special Operational Troika shall have mandate in sobornost for advancing-time grave communion with Clades Assembled and Subclades Militant to realize the accepted noema of extirpation of corrupted narodnya and hivelinking within the flow of Vyraj, the domain of Bujan and the ancient domains. </i>

– Partial translation of Triglavian Trinary Datastream HFN4",1.0000000000,0.1000000000,0E-10,1,135,1.0000,1,2480,21784,None,0
52412,2002,Triglavian Trinary Datastream HFN5,"<i>Special Operational Troika for Extirpation of Corrupted Narodnya dialectical semiosis flow (indecipherable) follows:

Hivelinked foreign narodnya «encountered augmented human entities in non-singleton formats have met diagnostic thresholds in multi-variate dimensions triggering countervailing imperatives» reverse-time discourse-element (indecipherable) «conduit loop constructs and exclaves outside the proving have penetrated by entities corrupted by hivelinking» (indecipherable) imperative mandate invoked by Convocation of Triglav Outside the Struggle.

Now-time discourse-element (indecipherable) «archived comparison profile !query++encode|Jovian-Triglavian satellite polity ident:JTNBZx12t7 cat:hybrid subcat:hivemind iter.1.2.?|recode++process!» (indecipherable) «resolution of case:JTNBZx12t7-EKO-3 recorded as total extirpation of polity with program of integrity checking and immolation for contacts» (indecipherable) the Koschoi have evoked profound consideration of this noema for advancing-time flow outcomes.

Advancing-time discourse-element (indecipherable) «effective action for elimination of hivemind corruption should not be hindered by imperative for further sampling» (indecipherable) Special Operational Troika has mandate for extirpation of corruption of hivelinking where manifested (indecipherable) «not limited to physical presence of hivelinking augmentations and shall include informational biocoding, memetic corruption and perverse ideologies» (indecipherable) extirpation of poshlost undoubted.</i>

– Partial translation of Triglavian Trinary Datastream HFN5",1.0000000000,0.1000000000,0E-10,1,135,1.0000,1,2480,21784,None,0
52413,2002,Triglavian Trinary Datastream HFN6,"<i>Special Operational Troika for Extirpation of Corrupted Narodnya dialectical semiosis flow (indecipherable) follows:

Hivelinked foreign narodnya «encountered augmented human entities in non-singleton formats have coercive, transactional and ideological relationships with augmented foreign narodnya in singleton formats» reverse-time discourse-element (indecipherable) «highly perverse ideological mappings have been described after analysis of augmented foreign narodnya memetic transactions» (indecipherable) the Koschoi of the Paramount Strategic Troika of Clade Svarog has submitted a prayer for relief to Convocation of Triglav Outside the Struggle.

Now-time discourse-element (indecipherable) «preparation of Special Operational Troika capabilities ongoing in parallel to requirements of Detached Executive Troika for Sublimation of Poshlost Flow» (indecipherable) «material and energy priority for Zorya Triglav is established» (indecipherable) under expanded mandate in sobornost of Detached Executive Troika.

Advancing-time discourse-element (indecipherable) «responses to widespread and deep hivelinking corruption by augmentation, biocoding, memetic and ideological vectors must be uncompromising» (indecipherable) Special Operation Troika will realize accepted noema (indecipherable) «task of Kresnik Svarog is to purge corruption, achieve integrity and insist on immolation of the perverse» (indecipherable) no glorification nor yet mortification, only extirpation of the poshlost undoubted.</i>

– Partial translation of Triglavian Trinary Datastream HFN6",1.0000000000,0.1000000000,0E-10,1,135,1.0000,1,2480,21784,None,0
52414,186,Triglavian Small Wreck,,10000.0000000000,27500.0000000000,27500.0000000000,1,None,None,0,None,None,None,3117
52415,186,Triglavian Medium Wreck,,10000.0000000000,27500.0000000000,27500.0000000000,1,None,None,0,None,None,None,3116
52416,186,Triglavian Large Wreck,,10000.0000000000,27500.0000000000,27500.0000000000,1,None,None,0,None,None,None,3115
52417,1950,Damavik Deadspace Dreamtime SKIN,"Hypnotic patterns adorn the pale hulls of ships outfitted with this special edition nanocoating that evokes mythological ideas of a dreamtime outside time and suggests by implication that the depths of Abyssal Deadspace are somehow associated with such mysterious and penumbral realms.

Imaginative as these ideas are, they stand at odds with the overwhelming evidence that Abyssal Deadspace is a region of space or spaces that are accessible through the application of science and technology rather than any supernatural or magical means. Despite that, the design of the Deadspace Dreamtime nanocoating makes for a striking and bright display.",0E-10,0.0100000000,0E-10,1,135,None,1,2486,None,None,0
52418,1950,Rodiva Deadspace Dreamtime SKIN,"Hypnotic patterns adorn the pale hulls of ships outfitted with this special edition nanocoating that evokes mythological ideas of a dreamtime outside time and suggests by implication that the depths of Abyssal Deadspace are somehow associated with such mysterious and penumbral realms.

Imaginative as these ideas are, they stand at odds with the overwhelming evidence that Abyssal Deadspace is a region of space or spaces that are accessible through the application of science and technology rather than any supernatural or magical means. Despite that, the design of the Deadspace Dreamtime nanocoating makes for a striking and bright display.",0E-10,0.0100000000,0E-10,1,135,None,1,2485,None,None,0
52419,1950,Drekavac Deadspace Dreamtime SKIN,"Hypnotic patterns adorn the pale hulls of ships outfitted with this special edition nanocoating that evokes mythological ideas of a dreamtime outside time and suggests by implication that the depths of Abyssal Deadspace are somehow associated with such mysterious and penumbral realms.

Imaginative as these ideas are, they stand at odds with the overwhelming evidence that Abyssal Deadspace is a region of space or spaces that are accessible through the application of science and technology rather than any supernatural or magical means. Despite that, the design of the Deadspace Dreamtime nanocoating makes for a striking and bright display.",0E-10,0.0100000000,0E-10,1,135,None,1,2519,None,None,0
52420,1950,Sunesis Violet Vellication SKIN,A special nanocoating released to dedicated viewers of capsuleer escapades via personal holovisual channels on GalNet.,0E-10,0.0100000000,0E-10,1,16,None,1,2314,None,None,0
52421,226,Sleeper Large Advanced Wreck,,10000.0000000000,27500.0000000000,27500.0000000000,1,None,None,0,None,None,None,3115
52422,1971,Boundary bubble scalable,,0E-10,0E-10,0E-10,1,None,None,0,None,22020,None,24465
52423,1950,Jaguar In Rust We Trust SKIN,"This special nanocoating mimics a layer of oxidation products on the surface of the ship it is applied to for decorative effect. The allusion to used and repurposed ships from the early days of rebellion and subsequently the Republic's fleets celebrates the early days of Minmatar spaceship design and the considerable combat effectiveness of such craft. For many years past, Minmatar spaceship technology has developed to a high level with modern and powerful ships supplanting older designs, which themselves have been upgraded and improved many times over. Even so, the old slogan ""In Rust We Trust"" has the power to evoke pride and memories of the glory days of Minmatar guerilla warfare and liberation.",0E-10,0.0100000000,0E-10,1,2,None,1,2050,None,None,0
52424,1950,Wolf In Rust We Trust SKIN,"This special nanocoating mimics a layer of oxidation products on the surface of the ship it is applied to for decorative effect. The allusion to used and repurposed ships from the early days of rebellion and subsequently the Republic's fleets celebrates the early days of Minmatar spaceship design and the considerable combat effectiveness of such craft. For many years past, Minmatar spaceship technology has developed to a high level with modern and powerful ships supplanting older designs, which themselves have been upgraded and improved many times over. Even so, the old slogan ""In Rust We Trust"" has the power to evoke pride and memories of the glory days of Minmatar guerilla warfare and liberation.",0E-10,0.0100000000,0E-10,1,2,None,1,2050,None,None,0
52425,1950,Sabre In Rust We Trust SKIN,"This special nanocoating mimics a layer of oxidation products on the surface of the ship it is applied to for decorative effect. The allusion to used and repurposed ships from the early days of rebellion and subsequently the Republic's fleets celebrates the early days of Minmatar spaceship design and the considerable combat effectiveness of such craft. For many years past, Minmatar spaceship technology has developed to a high level with modern and powerful ships supplanting older designs, which themselves have been upgraded and improved many times over. Even so, the old slogan ""In Rust We Trust"" has the power to evoke pride and memories of the glory days of Minmatar guerilla warfare and liberation.",0E-10,0.0100000000,0E-10,1,2,None,1,2041,None,None,0
